==========================================================================================
📊 REKAPAN ANALISA CVD (CUMULATIVE VOLUME DELTA) & DATA TRANSAKSI GMGN
==========================================================================================
Token Mint Address,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump
Timeframe Awal (UTC),2025-12-25 00:00:02.000 UTC
Timeframe Akhir (UTC),2025-12-25 23:46:55.000 UTC
Total Durasi Timeframe,23.78 Jam (1427 Menit)

--- RINGKASAN METRIK CVD UTAMA ---
FINAL CVD SOL (Net Delta),+72.3599 SOL
FINAL CVD USD (Net Delta),+$8705.05
FINAL CVD TOKENS,+96,711,047.114
CVD Bias / Net Inflow Ratio,0.82% (BUY DOMINANT / ACCUMULATION)
Total Volume SOL,8875.1404 SOL (Buy: 4473.7502 SOL | Sell: 4401.3903 SOL)
Total Volume USD,$1091185.98 (Buy: $549945.52 | Sell: $541240.47)
Total Transaksi,13268 TX (Buy: 6955 [52.4%] | Sell: 6313 [47.6%])
Unique Traders (Wallets),1624 wallets
Top Net Accumulator Wallet,AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51 (+148.964 SOL) [Tags: sandwich_bot; bundler]
Top Net Seller Wallet,51ktg8vYic3XHpZ7N8AFv7GriVC4ake7TQ5j8RX7N1J5 (-58.966 SOL) [Tags: rat_trader]

--- MOMENTUM CVD PER KUARTIL WAKTU (Q1 -> Q4) ---
Kuartil Timeframe,Jumlah TX,Buy Volume (SOL),Sell Volume (SOL),Delta SOL (Net Inflow)
Q1 (2746 TX),2746,818.739,751.827,+66.912 SOL
Q2 (2360 TX),2360,579.674,551.715,+27.959 SOL
Q3 (2471 TX),2471,624.078,623.346,+0.732 SOL
Q4 (5691 TX),5691,2451.259,2474.502,-23.243 SOL

==========================================================================================
📋 DETAIL TRANSAKSI KRONOLOGIS (LENGKAP DENGAN RUNNING CVD SOL & USD)
==========================================================================================
No,Timestamp (UTC),Waktu Lokal,Arah (BUY/SELL),Delta SOL (+/-),CVD SOL (Cumulative Sum),Delta USD (+/-),CVD USD (Cumulative Sum),SOL Amount,Token Amount,USD Value,Price USD,Wallet Address,Tags (Bundler/Holder/Bot),Realized Profit USD,Current Balance,Total Trades Wallet,Tx Hash
36,2025-12-25 00:02:38.000,"25/12/2025, 07:02:38",BUY,0.8784,0.6151,107.57,75.58,0.8784,517464.38,107.57,0.00020789,G3neeDRYod7ctmt9ckVCoxDwk5ujQpdPxxoLbEutRQKo,"",102.38,0.00,40,3YEDVzs56fGmnsAwEUyEJ3CRe37KSyf5ihfK84mNmyeM3ioSHzCATMvhsGHvWuA3s47PXAWxJj47ENi7Kk5MaWi5
37,2025-12-25 00:02:43.000,"25/12/2025, 07:02:43",BUY,2.9421,3.5572,360.29,435.87,2.9421,1745756.59,360.29,0.00020638,8CAdbqSDJP2xhBbXyHxkhmVNCk57UbKRYSmruCyR25rm,"axiom; bundler",4216.36,0.00,574,K2fxGvFJdEHbFXJMqDbqNTJocw2Dg8qUJc9M1X9WcZcd5u6yQyezCb5DFmB1FQdC6aqAhG2DbiFtFMVMS3mTFkA
38,2025-12-25 00:02:43.000,"25/12/2025, 07:02:43",SELL,-2.6357,0.9216,-322.76,113.11,2.6357,1587349.65,322.76,0.00020333,9KnRHUcLoiXxtUDE9PrqRmcFwBLa1oRPK9YK1wx7qjSM,"sandwich_bot; fresh_wallet; bundler",-47406.92,0.00,39321,DNSxNhmbY8hnRuwvZcAMCgvhfcbc7FM7xiJ1GBJztfnjdgYQom2w62gCE9Gj6eirZ7rQCMKbHYy8QsjGtKnjY8o
39,2025-12-25 00:02:44.000,"25/12/2025, 07:02:44",BUY,0.0491,0.9707,6.01,119.12,0.0491,28726.07,6.01,0.00020935,4rj8Q9fL8rYHKyzNgWwNXkZuo8ooMpfR4kaxsTu2DZQQ,"",124.02,0.00,83,3r5gQ1n47XDQh3G6E68w6SAZDc2VzzHtTFWpnACr7V9bdDY467mgGy42VZSZrxns7PDAPzvJ5gcBhuc3EnCvgXHf
40,2025-12-25 00:02:53.000,"25/12/2025, 07:02:53",BUY,1.0302,2.0009,126.15,245.27,1.0302,599552.85,126.15,0.00021041,3GUZX59p5PptStzmJ6v1i5CdtmQp3am47a3n1bj3SoM2,"",1373.61,0.00,39,3LErJYmG5YxNpKGBLLroLtWyN9SyHdRPEGEQrJjXFFc9fhm1UnKjVvSqzixQ7KT5TeFpDeEPztj6P2UhiorkPvDU
41,2025-12-25 00:02:55.000,"25/12/2025, 07:02:55",BUY,0.0495,2.0504,6.07,251.34,0.0495,28677.77,6.07,0.00021151,4rj8Q9fL8rYHKyzNgWwNXkZuo8ooMpfR4kaxsTu2DZQQ,"",124.02,0.00,83,v9WzMhLksMn94a6DLkMZSBVr7qPDxjeifNHyLKxT2CtyLPLx6MM84V7MxnAxHyPvwi7Wr4sreYo5LVLNC35m8sL
42,2025-12-25 00:02:58.000,"25/12/2025, 07:02:58",BUY,0.1244,2.1748,15.23,266.57,0.1244,71969.09,15.23,0.00021166,6F4Ud7XgV4pgayssHSYD27asmTzAAHWVKD1Tv5qKPLfG,"top_holder; bundler",8178.60,0.00,178,67BDMxxtTyTAuAyuHwy54PTEvs4hHqBgMWhGXxLTzVE9XcgCjs6GBMvYCrqsedNUVqhNMKrGmNPHHBfakeoMwmtU
43,2025-12-25 00:03:01.000,"25/12/2025, 07:03:01",BUY,0.0491,2.2239,6.01,272.59,0.0491,28387.43,6.01,0.00021185,4rj8Q9fL8rYHKyzNgWwNXkZuo8ooMpfR4kaxsTu2DZQQ,"",124.02,0.00,83,21Vbo2sttNEF4ZjvDz6rs7rPRsn4FGNcvuY2V5EtaN7cbd4tjnSiTSQ4QtqNRat99747m3qWkuiVArUdHmoNKWqp
44,2025-12-25 00:03:12.000,"25/12/2025, 07:03:12",BUY,0.0482,2.2722,5.91,278.49,0.0482,28407.43,5.91,0.00020788,4rj8Q9fL8rYHKyzNgWwNXkZuo8ooMpfR4kaxsTu2DZQQ,"",124.02,0.00,83,5xaGuRLbaEMDZPVZssKzqLsJsJFUmBoNTpAyhqMFmz4kZaGwRTHP9ansC6XvDPChCeDj67w9dsSkKs7XBZr8WKq3
45,2025-12-25 00:03:33.000,"25/12/2025, 07:03:33",SELL,-0.5318,1.7404,-65.09,213.40,0.5318,313890.50,65.09,0.00020736,CmgABPjh2UzNYgwqnGFyJMiciqYzFfeKfshEMWY16GDs,"bundler",-1.63,0.00,44,4fo5Zrgj9ynTzA6TdUSe9KzKXUJyahUbjJyyGQWAeDW5RjqGNjNXSvwBxvUQXheWvjD5QX4doXo8WB51wNKSHpkX
46,2025-12-25 00:03:33.000,"25/12/2025, 07:03:33",SELL,-0.5299,1.2105,-64.86,148.54,0.5299,311227.04,64.86,0.00020841,DGHPYmuh4betAwm1hq1zq8qxfp6DzKaeRCcFidMfJ66u,"bundler",11.35,0.00,30,5WmHLcoqgbaaoNGdSpGBwVLTpDssJEDtjwGmmtQbJW816mTqEJ4BqJCiN7YSeCGSxGs7Je86exo3NHC2ZqqmeDNB
47,2025-12-25 00:03:47.000,"25/12/2025, 07:03:47",BUY,0.8014,2.0118,98.08,246.62,0.8014,465939.80,98.08,0.00021049,E1ZzoZw3b28jrvrgkayC1q2Z8sE1tZuMSxc6aqxMifuy,"",-247.39,0.00,5,wNLb3DHVBQXhA9vFXHRHu1YXBqdHCvX35f5uSuBCjDTirBnpaFqXKM294sHZhRmPNAfT9rGuhWT612anVt5CoQ7
